name,star,pull command,version,dockerfilelink
archlinux,240,docker pull archlinux,"latest, base, base-20210613.0.25781",https://gitlab.archlinux.org/archlinux/archlinux-docker/-/blob/21697e023043f7b2137d7565daebec4a668a604f/Dockerfile.base
archlinux,240,docker pull archlinux,"base-devel, base-devel-20210613.0.25781",https://gitlab.archlinux.org/archlinux/archlinux-docker/-/blob/21697e023043f7b2137d7565daebec4a668a604f/Dockerfile.base-devel
monica,40,docker pull monica,"3.0.1-apache, 3.0-apache, 3-apache, apache, 3.0.1, 3.0, 3, latest",https://github.com/monicahq/docker/blob/8e338da17d09d8b9a0b7b8c4aa734ecd400bca07/apache/Dockerfile
monica,40,docker pull monica,"3.0.1-fpm, 3.0-fpm, 3-fpm, fpm",https://github.com/monicahq/docker/blob/8e338da17d09d8b9a0b7b8c4aa734ecd400bca07/fpm/Dockerfile
monica,40,docker pull monica,"3.0.1-fpm-alpine, 3.0-fpm-alpine, 3-fpm-alpine, fpm-alpine",https://github.com/monicahq/docker/blob/8e338da17d09d8b9a0b7b8c4aa734ecd400bca07/fpm-alpine/Dockerfile
rakudo-star,45,docker pull rakudo-star,"latest, 2021.04",https://github.com/Raku/docker/blob/26de33ad42a6033cd105e354416c9aab3e7c91d1/2021.04/buster/Dockerfile
rakudo-star,45,docker pull rakudo-star,"alpine, 2021.04-alpine",https://github.com/Raku/docker/blob/26de33ad42a6033cd105e354416c9aab3e7c91d1/2021.04/alpine3.13/Dockerfile
express-gateway,45,docker pull express-gateway,"1.x, 1.16.x, 1.16.11, latest",https://github.com/ExpressGateway/docker-express-gateway/blob/fa2707c3b24bbd99710a100d7859566fa28817b8/alpine/Dockerfile
postfixadmin,95,docker pull postfixadmin,"3.3.9-apache, 3.3-apache, 3-apache, apache, 3.3.9, 3.3, 3, latest",https://github.com/postfixadmin/docker/blob/1b677083c85185c721ada312307150ac242e6103/apache/Dockerfile
postfixadmin,95,docker pull postfixadmin,"3.3.9-fpm, 3.3-fpm, 3-fpm, fpm",https://github.com/postfixadmin/docker/blob/1b677083c85185c721ada312307150ac242e6103/fpm/Dockerfile
postfixadmin,95,docker pull postfixadmin,"3.3.9-fpm-alpine, 3.3-fpm-alpine, 3-fpm-alpine, fpm-alpine",https://github.com/postfixadmin/docker/blob/1b677083c85185c721ada312307150ac242e6103/fpm-alpine/Dockerfile
Kaazing Gateway,62,docker pull kaazing-gateway,"5.6.0, 5.6, 5, latest",https://github.com/kaazing/gateway.docker/blob/a40c8da9d2c2925bdd78b9a6d1b6da3fe89322d1/Dockerfile
ubuntu-upstart,110,docker pull ubuntu-upstart,,
spiped,36,docker pull spiped,"1.6.1, 1.6, 1, latest",https://github.com/TimWolla/docker-spiped/blob/408695d1c0f193e8930e3f286c15e7033590d284/1.6/Dockerfile
spiped,36,docker pull spiped,"1.6.1-alpine, 1.6-alpine, 1-alpine, alpine",https://github.com/TimWolla/docker-spiped/blob/f97eba885ee67cd0d8a32f4e70ab5388bb77944f/1.6/alpine/Dockerfile
rapidoid,23,docker pull rapidoid,"5.4.6, 5.4, 5, latest",https://github.com/rapidoid/docker-rapidoid/blob/8fbb45c706fec5b0a015a37c24862127180ae9e9/Dockerfile
docker-dev,95,docker pull docker-dev,,
mageia,33,docker pull mageia,"8, latest",https://github.com/juanluisbaptiste/docker-brew-mageia/blob/067e6df19c568e101a42dc71b77f6a2de5992c70/dist/8/x86_64/Dockerfile
mageia,33,docker pull mageia,7,https://github.com/juanluisbaptiste/docker-brew-mageia/blob/067e6df19c568e101a42dc71b77f6a2de5992c70/dist/7/x86_64/Dockerfile
mageia,33,docker pull mageia,cauldron,https://github.com/juanluisbaptiste/docker-brew-mageia/blob/067e6df19c568e101a42dc71b77f6a2de5992c70/dist/cauldron/x86_64/Dockerfile
known,40,docker pull known,"0.9.9, 0.9, 0, latest",https://github.com/idno/Known-Docker/blob/3454a52b4ad48e22b95e706dba9ff953cf84c2b1/Dockerfile
silverpeas,22,docker pull silverpeas,"6.2.1, latest",https://github.com/Silverpeas/docker-silverpeas-prod/blob/e97e55f0a21aae880a0054ef764cea0cb37e1e05/Dockerfile
silverpeas,22,docker pull silverpeas,6.1.3,https://github.com/Silverpeas/docker-silverpeas-prod/blob/8577cb90ed86ef24248d1283f032c541a38d38ea/Dockerfile
silverpeas,22,docker pull silverpeas,6.0.2,https://github.com/Silverpeas/docker-silverpeas-prod/blob/189a4f2db783d5052add54f2c07ca7a3b860c685/Dockerfile
